person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
84,94800,MORTGAGE,2.0,PERSONAL,A,10000,7.51,0,0.11,N,24
25,72345,RENT,10.0,EDUCATION,C,10000,12.99,0,0.14,N,4
29,158000,OWN,1.0,MEDICAL,A,20000,6.54,0,0.13,N,5
29,42000,RENT,6.0,DEBTCONSOLIDATION,D,10800,16.29,1,0.26,Y,7
29,125004,RENT,3.0,MEDICAL,B,7200,9.99,0,0.06,N,6
28,126000,MORTGAGE,12.0,VENTURE,B,2000,9.99,0,0.02,N,10
33,53000,RENT,1.0,MEDICAL,C,12000,12.84,0,0.23,Y,5
24,47000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,10000,13.79,0,0.21,Y,4
32,77500,MORTGAGE,3.0,PERSONAL,B,13000,,0,0.17,N,10
28,52300,RENT,1.0,MEDICAL,A,10800,7.88,0,0.21,N,8
27,110000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,3600,6.03,0,0.03,N,5
37,80000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,13000,6.62,0,0.16,N,13
22,50000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,9000,8.49,0,0.18,N,2
36,24960,RENT,3.0,VENTURE,A,5000,6.62,0,0.2,N,15
27,39600,RENT,4.0,DEBTCONSOLIDATION,A,2000,7.9,0,0.05,N,6
26,51996,MORTGAGE,2.0,DEBTCONSOLIDATION,E,6500,15.68,1,0.13,N,3
25,45996,RENT,2.0,DEBTCONSOLIDATION,G,5000,,1,0.11,Y,4
30,105000,OWN,14.0,HOMEIMPROVEMENT,B,15400,11.36,0,0.15,N,8
22,44000,RENT,5.0,EDUCATION,D,10000,15.95,0,0.23,N,4
45,125004,RENT,7.0,EDUCATION,C,14000,12.61,0,0.11,N,12
36,52000,MORTGAGE,11.0,PERSONAL,B,1500,11.36,1,0.03,N,17
29,190000,MORTGAGE,5.0,PERSONAL,A,4000,6.62,0,0.02,N,5
25,44000,RENT,5.0,MEDICAL,A,2400,7.66,0,0.05,N,4
22,59000,MORTGAGE,7.0,PERSONAL,D,4900,15.62,1,0.08,N,3
24,34000,OWN,8.0,VENTURE,C,10000,,0,0.29,Y,3
32,204000,OWN,16.0,EDUCATION,B,25000,11.12,0,0.12,N,5
33,100000,MORTGAGE,3.0,PERSONAL,B,15000,10.0,0,0.15,N,7
22,38000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4500,5.79,0,0.12,N,3
24,19000,RENT,4.0,MEDICAL,A,3500,7.88,1,0.18,N,2
43,60000,RENT,1.0,MEDICAL,B,8000,10.37,0,0.13,N,16
23,46776,OWN,7.0,DEBTCONSOLIDATION,D,15000,13.24,0,0.32,N,4
24,50000,RENT,0.0,DEBTCONSOLIDATION,A,2800,5.79,0,0.06,N,2
48,30000,MORTGAGE,21.0,VENTURE,B,2100,12.42,0,0.07,N,16
28,120000,MORTGAGE,11.0,MEDICAL,B,14400,10.74,0,0.12,N,7
25,75000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3000,7.51,0,0.04,N,4
23,60000,RENT,5.0,EDUCATION,C,7200,13.22,0,0.12,N,4
25,25716,RENT,1.0,MEDICAL,A,9250,6.54,1,0.36,N,2
23,40000,RENT,6.0,VENTURE,B,15000,11.71,1,0.38,N,4
22,53000,RENT,2.0,VENTURE,A,9600,7.66,0,0.18,N,4
25,54000,RENT,1.0,HOMEIMPROVEMENT,B,8000,11.49,1,0.15,N,4
30,79000,MORTGAGE,14.0,PERSONAL,A,7500,7.14,0,0.09,N,8
35,27204,MORTGAGE,16.0,PERSONAL,A,1800,7.74,0,0.07,N,7
23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,N,4
22,49000,MORTGAGE,6.0,VENTURE,A,2400,5.79,0,0.05,N,3
29,29000,RENT,0.0,MEDICAL,A,6000,8.49,1,0.21,N,8
27,24000,MORTGAGE,6.0,PERSONAL,A,6250,8.49,0,0.26,N,8
31,40740,MORTGAGE,16.0,HOMEIMPROVEMENT,A,6400,8.49,0,0.16,N,6
34,65000,MORTGAGE,3.0,EDUCATION,E,10000,,0,0.15,N,8
22,65004,MORTGAGE,5.0,VENTURE,A,12500,6.03,0,0.19,N,4
22,52000,RENT,7.0,DEBTCONSOLIDATION,C,4300,,0,0.08,Y,2
46,60000,RENT,5.0,MEDICAL,B,4800,12.12,0,0.08,N,16
27,54000,RENT,1.0,HOMEIMPROVEMENT,C,5400,14.27,0,0.1,N,6
23,98400,MORTGAGE,7.0,EDUCATION,A,9000,6.62,0,0.09,N,4
24,130000,OWN,8.0,VENTURE,B,22800,,0,0.18,N,2
25,77800,MORTGAGE,9.0,PERSONAL,B,30000,,0,0.39,N,4
21,70000,RENT,5.0,MEDICAL,B,9700,12.53,0,0.14,N,4
27,60000,RENT,8.0,VENTURE,A,7000,6.99,0,0.12,N,10
29,99780,MORTGAGE,14.0,HOMEIMPROVEMENT,B,6000,11.14,0,0.06,N,8
25,130000,RENT,7.0,HOMEIMPROVEMENT,A,10000,7.49,0,0.08,N,2
21,31200,RENT,,MEDICAL,A,15000,6.62,1,0.48,N,3
24,35000,RENT,9.0,EDUCATION,A,1500,,0,0.04,N,3
23,38000,RENT,1.0,MEDICAL,D,4100,,1,0.11,N,4
24,72000,RENT,4.0,EDUCATION,B,15000,10.99,0,0.21,N,2
22,100000,MORTGAGE,6.0,EDUCATION,B,9000,,0,0.09,N,2
29,160000,RENT,0.0,DEBTCONSOLIDATION,C,15000,13.04,0,0.09,N,5
22,32000,RENT,1.0,EDUCATION,D,5400,16.29,1,0.17,Y,2
34,50000,MORTGAGE,7.0,HOMEIMPROVEMENT,D,5000,,0,0.1,N,10
26,41004,MORTGAGE,5.0,VENTURE,B,16000,10.95,0,0.39,N,3
28,80000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,9000,12.69,0,0.11,N,6
34,73000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,20675,,0,0.28,N,7
23,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,21000,11.71,0,0.35,N,4
31,75000,RENT,1.0,PERSONAL,A,1200,6.54,0,0.02,N,5
30,66560,MORTGAGE,10.0,DEBTCONSOLIDATION,A,2500,6.39,0,0.04,N,7
26,56000,RENT,10.0,DEBTCONSOLIDATION,B,10000,12.69,1,0.18,N,4
26,69846,RENT,2.0,EDUCATION,F,22500,18.99,1,0.32,Y,2
25,48000,RENT,0.0,VENTURE,A,4000,7.29,0,0.08,N,4
24,72000,MORTGAGE,8.0,PERSONAL,A,18000,7.9,0,0.25,N,2
35,48000,RENT,6.0,EDUCATION,A,17000,7.88,1,0.35,N,8
22,47000,RENT,6.0,DEBTCONSOLIDATION,C,19200,12.29,1,0.41,Y,4
22,74000,MORTGAGE,4.0,PERSONAL,D,15000,15.05,1,0.2,N,3
22,30000,MORTGAGE,6.0,EDUCATION,C,13750,14.22,0,0.46,N,4
24,70000,MORTGAGE,8.0,VENTURE,A,10000,7.74,0,0.14,N,3
24,65004,RENT,0.0,VENTURE,B,13000,,0,0.2,N,2
22,67500,RENT,2.0,DEBTCONSOLIDATION,A,5000,7.74,0,0.07,N,4
23,50000,RENT,1.0,VENTURE,B,25000,11.83,1,0.5,N,4
24,34000,RENT,2.0,EDUCATION,C,5000,12.23,1,0.15,N,2
26,96000,RENT,2.0,HOMEIMPROVEMENT,A,1750,6.54,0,0.02,N,2
27,95500,MORTGAGE,3.0,PERSONAL,E,20000,15.95,0,0.21,Y,6
32,78000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,8000,6.99,0,0.1,N,10
23,44000,MORTGAGE,7.0,PERSONAL,A,10000,8.49,1,0.23,N,4
31,96000,MORTGAGE,15.0,EDUCATION,B,4000,10.99,0,0.04,N,8
23,56000,RENT,4.0,PERSONAL,A,6200,8.49,0,0.11,N,2
22,21600,RENT,1.0,VENTURE,B,9000,9.83,1,0.42,N,4
27,45000,RENT,1.0,MEDICAL,C,8000,13.85,0,0.18,N,10
34,62900,MORTGAGE,11.0,MEDICAL,A,18000,8.94,1,0.24,N,5
29,32000,RENT,5.0,PERSONAL,D,9000,16.77,0,0.28,N,8
29,68004,MORTGAGE,13.0,PERSONAL,B,3500,12.21,0,0.05,N,9
22,40000,RENT,1.0,EDUCATION,B,4000,12.69,0,0.1,N,3
24,30000,MORTGAGE,,HOMEIMPROVEMENT,C,10000,14.22,1,0.33,Y,3
24,58000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6000,5.42,0,0.1,N,4
23,80000,MORTGAGE,3.0,EDUCATION,D,25000,,0,0.31,Y,4
33,10080,OWN,11.0,VENTURE,A,7200,6.03,1,0.71,N,8
27,44000,RENT,11.0,VENTURE,E,3000,18.39,0,0.07,Y,7
24,54000,RENT,5.0,VENTURE,C,21600,13.49,1,0.4,N,2
35,35000,MORTGAGE,,EDUCATION,B,4000,9.63,0,0.11,N,8
27,51298,RENT,11.0,VENTURE,B,1000,10.37,0,0.02,N,9
32,80000,RENT,4.0,HOMEIMPROVEMENT,A,14000,5.42,0,0.17,N,9
37,50000,RENT,0.0,VENTURE,B,5000,11.89,0,0.1,N,12
27,50000,RENT,0.0,VENTURE,A,14000,6.54,0,0.28,N,8
22,51996,MORTGAGE,6.0,PERSONAL,A,6000,7.88,0,0.12,N,4
28,48000,RENT,2.0,VENTURE,B,4600,11.86,0,0.1,N,8
31,33600,MORTGAGE,1.0,MEDICAL,B,15250,12.53,0,0.45,N,8
31,55000,RENT,3.0,DEBTCONSOLIDATION,B,10000,10.59,0,0.18,N,10
27,60000,RENT,11.0,MEDICAL,C,17000,,0,0.28,N,10
21,55000,RENT,1.0,EDUCATION,A,7500,7.88,0,0.14,N,2
23,121000,MORTGAGE,4.0,PERSONAL,A,3600,5.79,0,0.03,N,4
23,75000,RENT,5.0,PERSONAL,C,8000,13.79,0,0.11,N,3
24,30000,RENT,5.0,MEDICAL,G,2000,21.27,1,0.07,Y,3
32,36000,OWN,0.0,MEDICAL,C,4900,13.22,0,0.14,N,10
33,97000,RENT,4.0,HOMEIMPROVEMENT,C,7000,12.98,0,0.07,N,5
24,48000,OTHER,5.0,VENTURE,B,7800,11.89,0,0.16,N,4
24,63000,MORTGAGE,8.0,PERSONAL,C,11400,13.79,0,0.18,N,4
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3
35,125000,MORTGAGE,8.0,VENTURE,A,17000,7.88,0,0.14,N,6
34,30000,RENT,2.0,HOMEIMPROVEMENT,B,14975,12.53,1,0.5,N,10
22,55000,MORTGAGE,6.0,VENTURE,B,12000,9.99,0,0.22,N,4
29,100000,MORTGAGE,9.0,VENTURE,C,25000,13.23,0,0.25,Y,8
46,140000,RENT,12.0,VENTURE,B,3725,,0,0.03,N,17
24,30000,RENT,1.0,EDUCATION,C,4000,11.34,0,0.13,N,3
23,113000,RENT,1.0,PERSONAL,D,12000,15.28,1,0.11,Y,3
55,97243,MORTGAGE,10.0,PERSONAL,E,17000,,0,0.17,N,30
22,99600,MORTGAGE,6.0,MEDICAL,B,5000,9.67,0,0.05,N,3
22,60400,MORTGAGE,0.0,EDUCATION,A,24000,6.54,0,0.4,N,3
24,28000,RENT,1.0,MEDICAL,A,9500,5.99,1,0.34,N,3
29,38000,RENT,3.0,PERSONAL,C,15500,12.41,1,0.41,N,6
24,71000,OWN,,HOMEIMPROVEMENT,A,10000,5.79,0,0.14,N,3
27,38000,OWN,11.0,HOMEIMPROVEMENT,A,4000,7.68,0,0.11,N,9
37,26500,RENT,11.0,MEDICAL,C,2000,13.16,0,0.08,N,12
29,70000,MORTGAGE,1.0,EDUCATION,B,20000,9.88,0,0.29,N,10
31,60000,MORTGAGE,3.0,VENTURE,A,3600,7.68,0,0.06,N,9
22,100000,MORTGAGE,7.0,PERSONAL,A,6000,8.49,0,0.06,N,2
22,30000,RENT,3.0,PERSONAL,B,3000,11.12,0,0.1,N,3
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3
22,20400,RENT,1.0,VENTURE,A,3500,6.99,0,0.17,N,2
22,72100,MORTGAGE,2.0,EDUCATION,A,13000,,0,0.18,N,3
21,30000,RENT,5.0,VENTURE,B,7500,9.99,0,0.25,N,4
26,116000,RENT,10.0,MEDICAL,B,19800,11.48,0,0.17,N,4
25,77000,MORTGAGE,1.0,DEBTCONSOLIDATION,F,7200,18.53,1,0.09,N,3
27,43200,RENT,2.0,DEBTCONSOLIDATION,D,4500,16.07,1,0.1,Y,5
28,39000,RENT,6.0,DEBTCONSOLIDATION,A,5000,5.99,1,0.13,N,7
44,79272,RENT,0.0,HOMEIMPROVEMENT,A,3000,5.79,0,0.04,N,11
33,72000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,6600,,0,0.09,N,9
22,60000,MORTGAGE,2.0,MEDICAL,A,10000,,0,0.17,N,2
28,45100,MORTGAGE,2.0,VENTURE,A,6000,5.42,0,0.13,N,9
26,36000,RENT,3.0,EDUCATION,A,3000,7.88,0,0.08,N,4
24,47000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,7.66,0,0.13,N,3
28,79000,MORTGAGE,4.0,VENTURE,D,2000,16.0,0,0.03,Y,10
37,55900,MORTGAGE,1.0,EDUCATION,B,17000,8.7,0,0.3,N,11
30,24000,RENT,0.0,PERSONAL,B,5000,10.59,0,0.21,N,9
23,33000,RENT,0.0,DEBTCONSOLIDATION,A,11000,7.66,1,0.33,N,2
24,115800,MORTGAGE,5.0,PERSONAL,B,12000,10.99,0,0.1,N,3
30,74797,MORTGAGE,14.0,MEDICAL,E,4800,18.79,1,0.05,Y,7
37,40000,OWN,1.0,HOMEIMPROVEMENT,B,15000,11.48,0,0.38,N,17
26,48000,RENT,4.0,DEBTCONSOLIDATION,B,8400,11.12,0,0.17,N,2
23,24216,RENT,1.0,EDUCATION,D,3600,16.49,1,0.15,N,3
25,20000,RENT,0.0,MEDICAL,C,3500,10.28,0,0.17,Y,3
21,32000,RENT,3.0,VENTURE,B,7000,11.49,0,0.22,N,2
23,92500,RENT,6.0,VENTURE,B,2500,10.74,0,0.03,N,3
27,123996,MORTGAGE,11.0,MEDICAL,A,6500,8.0,0,0.05,N,6
22,35000,RENT,1.0,EDUCATION,C,2400,,0,0.07,Y,4
24,56000,RENT,3.0,EDUCATION,D,20000,14.61,1,0.36,Y,4
22,38000,MORTGAGE,5.0,EDUCATION,B,4200,9.25,0,0.11,N,2
23,78000,MORTGAGE,0.0,MEDICAL,A,10000,6.62,0,0.13,N,2
36,49000,OWN,,PERSONAL,D,4200,16.02,0,0.09,Y,13
24,48661,MORTGAGE,7.0,EDUCATION,D,8000,17.58,0,0.16,N,2
21,57200,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000,6.03,0,0.14,N,2
39,55000,RENT,2.0,EDUCATION,C,6000,12.99,0,0.11,N,13
27,35000,RENT,2.0,VENTURE,B,2400,,0,0.07,N,9
33,110000,RENT,3.0,VENTURE,C,10000,13.57,0,0.09,Y,9
21,59000,MORTGAGE,5.0,EDUCATION,B,5000,9.99,1,0.08,N,3
23,69000,RENT,5.0,VENTURE,C,12000,12.68,1,0.17,N,3
23,40000,MORTGAGE,1.0,PERSONAL,A,4000,7.14,0,0.1,N,3
29,78132,MORTGAGE,11.0,DEBTCONSOLIDATION,D,25000,15.33,1,0.32,Y,6
33,78000,RENT,7.0,HOMEIMPROVEMENT,C,10000,13.06,1,0.13,Y,9
22,85000,RENT,1.0,EDUCATION,C,12000,12.84,0,0.14,Y,4
25,24000,RENT,1.0,DEBTCONSOLIDATION,D,12000,12.17,1,0.5,Y,4
26,48701,RENT,3.0,MEDICAL,B,8000,11.48,0,0.16,N,4
23,91000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,7500,11.97,0,0.08,Y,2
26,19800,RENT,0.0,MEDICAL,C,4725,11.22,1,0.24,N,3
23,40000,RENT,2.0,MEDICAL,C,5000,,0,0.13,N,3
25,55000,MORTGAGE,9.0,MEDICAL,A,15000,7.88,0,0.27,N,2
25,80004,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3600,7.49,0,0.04,N,4
30,70000,RENT,0.0,MEDICAL,C,3000,13.98,0,0.04,N,9
23,55000,MORTGAGE,7.0,PERSONAL,D,6625,16.77,0,0.12,Y,3
29,57312,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.86,0,0.09,N,6
22,48000,MORTGAGE,2.0,MEDICAL,B,9600,11.86,0,0.2,N,2
23,75000,RENT,4.0,VENTURE,B,5000,,0,0.07,N,3
46,60070,RENT,2.0,PERSONAL,C,5500,14.22,0,0.09,Y,17
50,54996,RENT,0.0,DEBTCONSOLIDATION,C,5000,13.47,0,0.09,N,14
32,128004,OWN,0.0,VENTURE,A,11000,,0,0.09,N,8
26,43200,MORTGAGE,10.0,HOMEIMPROVEMENT,B,2500,9.88,0,0.06,N,4
31,70000,MORTGAGE,5.0,EDUCATION,A,4000,6.54,0,0.06,N,7
24,64000,MORTGAGE,5.0,VENTURE,D,12000,16.77,0,0.19,N,2
30,31200,RENT,0.0,PERSONAL,E,12000,16.45,1,0.38,Y,7
25,46000,RENT,3.0,DEBTCONSOLIDATION,A,7000,9.07,0,0.15,N,3
25,61959,RENT,9.0,MEDICAL,C,25000,12.73,1,0.4,N,2
21,12540,RENT,,HOMEIMPROVEMENT,A,2500,7.88,1,0.2,N,2
38,83000,RENT,3.0,HOMEIMPROVEMENT,G,22250,23.22,1,0.27,Y,12
144,200000,MORTGAGE,4.0,EDUCATION,B,6000,11.86,0,0.03,N,2
38,33000,RENT,2.0,VENTURE,D,2000,16.89,1,0.06,N,14
24,425000,MORTGAGE,8.0,EDUCATION,A,10000,7.88,0,0.02,N,2
25,62000,RENT,0.0,DEBTCONSOLIDATION,A,7400,6.99,0,0.12,N,2
25,34000,RENT,6.0,VENTURE,A,5000,,0,0.15,N,2
24,83904,MORTGAGE,8.0,DEBTCONSOLIDATION,D,16000,16.07,1,0.19,Y,4
23,90000,MORTGAGE,1.0,EDUCATION,A,4000,5.42,0,0.04,N,3
22,32000,RENT,6.0,EDUCATION,B,15000,9.88,1,0.47,N,4
28,42000,RENT,9.0,EDUCATION,A,2500,8.49,0,0.06,N,8
26,60000,RENT,0.0,HOMEIMPROVEMENT,C,12000,12.87,0,0.2,Y,4
33,57500,MORTGAGE,0.0,MEDICAL,A,15000,6.03,0,0.26,N,7
24,120000,MORTGAGE,1.0,EDUCATION,F,25000,18.53,0,0.21,N,2
28,19200,RENT,0.0,MEDICAL,C,9250,14.22,1,0.48,N,9
31,150996,MORTGAGE,13.0,VENTURE,A,10000,6.91,0,0.07,N,8
29,66000,RENT,4.0,VENTURE,A,10000,7.9,0,0.15,N,6
36,14004,RENT,0.0,MEDICAL,D,4800,15.28,1,0.34,N,15
27,102500,MORTGAGE,3.0,HOMEIMPROVEMENT,B,8000,10.59,0,0.08,N,6
35,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,25000,12.73,0,0.42,N,8
29,450000,MORTGAGE,4.0,EDUCATION,D,25000,15.37,0,0.06,N,7
23,24000,RENT,1.0,VENTURE,B,14075,,1,0.59,N,4
30,110000,RENT,8.0,HOMEIMPROVEMENT,B,12000,12.18,0,0.11,N,7
37,50000,RENT,1.0,VENTURE,B,3000,11.58,0,0.06,N,14
24,28500,RENT,3.0,DEBTCONSOLIDATION,B,2500,11.36,0,0.09,N,4
24,36000,RENT,5.0,PERSONAL,B,1500,10.0,0,0.04,N,3
36,45000,RENT,14.0,DEBTCONSOLIDATION,B,6000,9.99,0,0.13,N,12
55,28800,OWN,1.0,PERSONAL,D,5000,15.33,0,0.17,N,22
31,90000,MORTGAGE,9.0,MEDICAL,A,14400,7.66,0,0.16,N,6
22,50000,RENT,6.0,EDUCATION,A,15000,6.03,0,0.3,N,2
29,174996,MORTGAGE,8.0,EDUCATION,D,25000,15.28,0,0.14,Y,10
47,65000,MORTGAGE,21.0,VENTURE,C,7000,14.35,0,0.11,N,17
36,42000,MORTGAGE,2.0,VENTURE,B,6000,10.59,0,0.14,N,13
36,81000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,6000,12.99,0,0.07,N,17
26,58650,MORTGAGE,5.0,MEDICAL,A,14000,6.17,1,0.2,N,4
28,103800,MORTGAGE,,MEDICAL,C,10000,14.27,0,0.1,Y,8
24,45000,RENT,8.0,MEDICAL,B,4000,11.83,0,0.09,N,2
31,50000,RENT,8.0,DEBTCONSOLIDATION,A,6500,9.38,0,0.13,N,5
23,80000,RENT,3.0,DEBTCONSOLIDATION,A,7200,8.9,0,0.09,N,2
30,64800,MORTGAGE,7.0,EDUCATION,B,5600,10.99,0,0.09,N,8
24,59000,RENT,1.0,HOMEIMPROVEMENT,D,18000,14.96,1,0.31,Y,4
22,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,6000,13.11,0,0.1,Y,4
26,70000,MORTGAGE,5.0,MEDICAL,C,4800,,0,0.07,Y,4
28,70000,MORTGAGE,7.0,MEDICAL,A,4000,6.39,0,0.06,N,8
38,39000,RENT,1.0,EDUCATION,E,5000,17.74,1,0.13,N,17
26,107000,RENT,2.0,MEDICAL,A,9800,8.9,0,0.09,N,3
27,98004,RENT,8.0,HOMEIMPROVEMENT,A,10000,6.54,0,0.1,N,10
21,23040,RENT,3.0,MEDICAL,C,2000,13.11,0,0.09,Y,2
49,42000,MORTGAGE,12.0,MEDICAL,A,3000,8.9,0,0.07,N,15
23,30000,RENT,8.0,EDUCATION,A,10625,6.92,1,0.35,N,4
23,65000,MORTGAGE,0.0,EDUCATION,C,8500,15.23,0,0.13,Y,3
23,35000,RENT,5.0,PERSONAL,A,5000,6.99,0,0.14,N,2
25,48000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4000,7.14,0,0.08,N,3
26,50000,OWN,4.0,HOMEIMPROVEMENT,C,10000,13.47,0,0.2,Y,2
26,110000,MORTGAGE,9.0,PERSONAL,C,20000,13.72,0,0.18,N,3
29,94000,MORTGAGE,9.0,PERSONAL,A,10000,7.51,0,0.11,N,7
27,84000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7000,7.29,0,0.08,N,5
23,21600,RENT,3.0,EDUCATION,B,5500,9.25,0,0.25,N,4
22,44052,RENT,3.0,DEBTCONSOLIDATION,D,5500,,1,0.12,Y,2
26,62100,MORTGAGE,2.0,EDUCATION,B,9600,11.71,0,0.15,N,4
23,33448,RENT,2.0,EDUCATION,C,2500,11.66,0,0.07,Y,2
34,35000,RENT,9.0,DEBTCONSOLIDATION,A,8000,,0,0.23,N,10
22,62236,OWN,,MEDICAL,B,5000,9.99,0,0.08,N,4
22,110000,MORTGAGE,7.0,EDUCATION,C,20000,12.41,0,0.18,N,2
27,24000,RENT,2.0,MEDICAL,A,1450,,0,0.06,N,9
37,60000,RENT,21.0,VENTURE,B,16000,,0,0.27,N,15
39,100000,MORTGAGE,0.0,VENTURE,D,6000,14.11,0,0.06,N,16
38,66690,RENT,12.0,EDUCATION,D,20000,14.59,0,0.3,N,14
23,77004,MORTGAGE,6.0,MEDICAL,A,12000,5.79,0,0.16,N,3
25,40000,MORTGAGE,9.0,MEDICAL,C,3500,13.49,0,0.09,Y,3
22,48000,MORTGAGE,3.0,VENTURE,D,6500,15.99,1,0.14,Y,2
31,50600,MORTGAGE,2.0,MEDICAL,A,8500,,0,0.17,N,7
33,95000,MORTGAGE,17.0,MEDICAL,A,3600,8.49,0,0.04,N,10
28,34000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,3700,6.91,1,0.11,N,8
23,75000,MORTGAGE,0.0,EDUCATION,A,3200,8.0,0,0.04,N,3
30,46080,RENT,0.0,PERSONAL,A,2000,6.99,0,0.04,N,8
26,80000,RENT,0.0,MEDICAL,C,8000,12.73,0,0.1,Y,3
30,65000,RENT,2.0,MEDICAL,A,8000,7.51,0,0.12,N,5
25,120000,RENT,2.0,PERSONAL,A,15000,7.51,0,0.13,N,2
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3
21,27000,RENT,1.0,EDUCATION,A,4800,7.51,0,0.18,N,2
25,20000,OWN,0.0,PERSONAL,D,5650,15.99,0,0.28,Y,2
22,74000,MORTGAGE,6.0,MEDICAL,A,4000,6.99,0,0.05,N,4
21,62467,RENT,0.0,MEDICAL,B,6500,,0,0.1,N,4
23,60000,RENT,4.0,VENTURE,B,15000,11.83,0,0.25,N,3
25,35000,RENT,2.0,DEBTCONSOLIDATION,B,7500,10.99,0,0.21,N,2
23,48996,MORTGAGE,7.0,EDUCATION,C,10525,13.61,0,0.21,N,2
31,120000,RENT,7.0,HOMEIMPROVEMENT,E,21600,19.03,0,0.18,Y,5
24,76597,RENT,5.0,EDUCATION,B,22000,9.25,0,0.29,N,2
24,67500,RENT,1.0,VENTURE,C,13000,13.98,0,0.19,Y,3
34,275004,MORTGAGE,2.0,VENTURE,D,25000,16.32,0,0.09,Y,9
31,68000,MORTGAGE,15.0,PERSONAL,A,13600,7.88,0,0.2,N,9
31,36000,RENT,5.0,DEBTCONSOLIDATION,B,3000,9.91,0,0.08,N,7
22,54000,RENT,7.0,MEDICAL,F,2000,18.3,1,0.04,Y,4
23,35520,RENT,3.0,EDUCATION,C,5000,13.57,0,0.14,N,3
33,115000,MORTGAGE,3.0,PERSONAL,A,14000,6.03,0,0.12,N,8
31,70550,RENT,2.0,MEDICAL,D,16000,17.49,1,0.19,N,8
23,80000,MORTGAGE,3.0,EDUCATION,A,6000,5.99,0,0.07,N,4
24,39000,RENT,1.0,DEBTCONSOLIDATION,E,5000,16.77,1,0.13,Y,3
36,24168,RENT,2.0,MEDICAL,C,9925,13.06,1,0.41,Y,12
40,60000,MORTGAGE,1.0,MEDICAL,A,12000,8.94,0,0.2,N,15
36,107004,MORTGAGE,3.0,HOMEIMPROVEMENT,B,13000,11.83,0,0.12,N,15
27,65000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,22000,14.09,0,0.34,Y,6
28,54000,MORTGAGE,12.0,MEDICAL,C,6000,15.23,1,0.11,N,8
37,47000,MORTGAGE,4.0,PERSONAL,A,7000,,0,0.15,N,11
27,37000,RENT,6.0,MEDICAL,A,9000,8.94,0,0.24,N,7
24,28800,OWN,,EDUCATION,A,7500,8.49,0,0.26,N,2
26,45928,RENT,5.0,HOMEIMPROVEMENT,A,6000,7.9,1,0.13,N,4
24,103641,RENT,8.0,VENTURE,B,4800,10.74,0,0.05,N,2
24,37648,RENT,0.0,MEDICAL,A,8000,7.29,0,0.21,N,2
23,55000,RENT,2.0,EDUCATION,A,3000,6.99,0,0.05,N,2
21,30000,RENT,0.0,DEBTCONSOLIDATION,A,1000,,0,0.03,N,3
24,39996,RENT,0.0,EDUCATION,D,5000,14.11,1,0.13,N,2
30,53000,RENT,4.0,DEBTCONSOLIDATION,A,12000,6.03,0,0.23,N,5
41,250000,MORTGAGE,18.0,EDUCATION,B,5000,9.99,0,0.02,N,12
30,95000,MORTGAGE,6.0,PERSONAL,A,4000,5.99,0,0.04,N,9
22,23000,RENT,6.0,MEDICAL,B,10000,9.88,1,0.43,N,2
35,77268,MORTGAGE,11.0,EDUCATION,C,7500,11.03,0,0.1,N,7
26,92000,RENT,10.0,PERSONAL,B,14200,10.99,0,0.15,N,3
32,81000,MORTGAGE,1.0,PERSONAL,B,10000,10.37,0,0.12,N,10
24,112140,RENT,8.0,MEDICAL,A,21600,7.9,0,0.19,N,2
24,43000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,10000,16.89,1,0.23,N,4
25,96000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,21000,14.65,0,0.22,N,3
